cartodb_id,the_geom,the_geom_webmercator,objectid,id,datetimeoccur,weekday,location,districtoccur,psa,stopcode,stoptype,inside_or_outside,gender,race,age,individual_frisked,individual_searched,individual_arrested,individual_contraband,vehicle_frisked,vehicle_searched,vehicle_contraband,vehicle_contraband_list,individual_contraband_list,mvc_code,mvc_reason,mvc_code_sec,mvc_code_sec_reason,point_x,point_y,on_hin
956747,0101000020E6100000CEBF44590BC352C06CAEFD11C40B4440,0101000020110F0000F8CB2B4174DE5FC157716C40F39C5241,997728,114706154,2023-04-12T11:15:00Z,WEDNESDAY,welsh and alburger,07,2,2702,vehicle,Outside,Male,White - Non-Latino,48.0,0,0,0,0,0,0,0,,,3111A,Obedience To Traffic Control Devices,,,-75.04756767,40.09192109,False
1853430,0101000020E610000071D612B816CB52C0264C414C7C064440,0101000020110F00000D87644D1EEC5FC15A2D44FF16975241,1950411,1042304,2019-04-18T01:40:00Z,WEDNESDAY,CHEW AND WASHINGTON LN,14,2,2701,pedestrian,Outside,Male,Black - Non-Latino,58.0,0,0,0,0,0,0,0,,,,,,,-75.17326166,40.05066827,True
1633826,0101000020E6100000B69267A8DBC952C08A91468195FF4340,0101000020110F000022649F2307EA5FC106B2E4806F8F5241,1738373,1314996,2019-10-24T17:35:00Z,THURSDAY,1400 BLOCK W GLENWOOD AVE,39,3,2702,vehicle,Outside,Female,White - Latino,21.0,0,0,0,0,0,1,0,,,,,,,-75.15403184,39.99675003,True
2713910,0101000020E610000055F0A16519C352C07D19948251044440,0101000020110F0000920FF51D8CDE5FC1FAC06988AF945241,2887221,530699,2018-02-13T13:50:00Z,TUESDAY,3400 BLOCK DISSTON STREET,15,3,2701,pedestrian,Outside,Male,White - Non-Latino,42.0,0,0,0,0,0,0,0,,,,,,,-75.04842511,40.03373749,False
1420348,0101000020E6100000A042222B87C852C0B018F9E5E1FF4340,0101000020110F00000691A3C8C4E75FC1A8EC6732C48F5241,1519331,1134299,2019-06-21T01:35:00Z,THURSDAY,3200 BLOCK n 2nd st,25,3,2702,vehicle,Outside,Male,White - Latino,66.0,0,0,0,0,0,0,0,,,,,,,-75.13325003,39.99908137,True
1420348,0101000020E6100000A042222B87C852C0B018F9E5E1FF4340,0101000020110F00000691A3C8C4E75FC1A8EC6732C48F5241,1519331,1134299,2019-06-21T01:35:00Z,THURSDAY,3200 BLOCK n 2nd st,25,3,2702,vehicle,Outside,Male,White - Latino,66.0,0,0,0,0,0,0,0,,,,,,,-75.13325003,39.99908137,True
555486,0101000020E610000020ACEF9147C052C04DF910540D074440,0101000020110F0000ABC87505C2D95FC1D75927EAB7975241,574770,925847,2019-01-25T23:40:00Z,FRIDAY,9200 BLOCK FRANKFORD AVE,08,2,2702,vehicle,Outside,Female,White - Non-Latino,24.0,0,0,0,0,0,0,0,,,,,,,-75.00436829,40.05509425,True
914620,0101000020E61000008FDD687405C752C0D9C1F31886FF4340,0101000020110F0000B77F2F9C35E55FC17BE21C6C5E8F5241,983974,36117891,2021-08-15T13:19:00Z,SUNDAY,1900 BLOCK WESTMORELAND ST,39,3,2702,vehicle,Outside,Male,Black - Non-Latino,30.0,0,0,0,0,0,0,0,,,,,,,-75.10970793,39.99627983,False
1034726,0101000020E6100000F69F2DCE75CE52C00D047DF94FF54340,0101000020110F0000041A6157D8F15FC15E889B090E845241,1083886,1022189,2019-04-03T10:06:00Z,WEDNESDAY,6600 BLOCK LINDBERGH BLVD,12,3,2702,vehicle,Outside,Male,Asian,44.0,0,0,0,0,0,0,0,,,,,,,-75.22594027,39.91650313,False
482417,0101000020E6100000E6CA241305C752C03EDBF67F86FF4340,0101000020110F00002C38F8F634E55FC1AF7A50DE5E8F5241,520092,1170232,2019-07-15T20:50:00Z,MONDAY,1900 BLOCK WESTMORELAND,24,1,2702,vehicle,Outside,Female,White - Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.10968474,39.9962921,False
1858419,0101000020E61000003620004067C552C0F376009BDE024440,0101000020110F0000CAA0AC0A76E25FC1EA99E92514935241,1976359,114768485,2023-09-05T22:05:00Z,TUESDAY,WAKELING / OXFORD,15,1,2702,vehicle,Outside,Male,Black - Non-Latino,36.0,0,0,0,0,0,0,0,,,NA,Other,,,-75.08442688,40.02241838,False
868567,0101000020E61000002EFEB627C8CB52C043A2B7154EFF4340,0101000020110F0000E8AA04B24BED5FC10BB58353208F5241,929879,875612,2018-12-18T03:40:00Z,MONDAY,3200 BLOCK W CUMBERLAND ST,22,2,2702,vehicle,Outside,Male,Asian,29.0,0,0,0,0,0,0,0,,,,,,,-75.1840915,39.99457046,False
2045494,0101000020E6100000617AF302C9C952C0F507D2DEC3064440,0101000020110F00009A776E77E7E95FC1D12F996866975241,2187026,640493,2018-05-16T00:10:00Z,TUESDAY,STENTON / LIMEKILN,35,3,2702,vehicle,Outside,Male,Black - Non-Latino,23.0,0,0,0,0,0,0,0,,,,,,,-75.15289377,40.05285249,True
2045494,0101000020E6100000617AF302C9C952C0F507D2DEC3064440,0101000020110F00009A776E77E7E95FC1D12F996866975241,2187026,640493,2018-05-16T00:10:00Z,TUESDAY,STENTON / LIMEKILN,35,3,2702,vehicle,Outside,Male,Black - Non-Latino,23.0,0,0,0,0,0,0,0,,,,,,,-75.15289377,40.05285249,True
1761447,0101000020E61000001B8498CFE2C752C043B645FCB7FF4340,0101000020110F0000F5801A9BADE65FC16FB0D7BA958F5241,1873234,114731845,2023-06-06T23:40:00Z,TUESDAY,3200 BLOCK C STREET,25,3,2702,vehicle,Outside,Male,Black - Non-Latino,28.0,0,0,0,0,0,0,0,,,3323(b),Disregard Stop Sign,1571(a)(1),"Display any Recalled, Cancelled, Suspended Driver’s License",-75.12321844,39.99780229,True
2171880,0101000020E610000029658CEE64C852C064FF7E29EA044440,0101000020110F00001CD01BA18AE75FC1477871DD58955241,2315144,1239383,2019-08-30T22:55:00Z,FRIDAY,5700 BLOCK FAIRHILL ST,35,2,2702,vehicle,Outside,Female,Black - Non-Latino,35.0,0,0,0,0,0,0,0,,,,,,,-75.13116039,40.03839606,False
1922727,0101000020E6100000E0FAEA89B2CB52C0A9A2BAB187F64340,0101000020110F000003AB4EFA26ED5FC17CF3F03C67855241,2037911,1327982,2019-11-04T01:35:00Z,SUNDAY,2100 BLOCK s 22nd,01,1,2702,vehicle,Outside,Female,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,,,,,-75.18277214,39.92601605,False
1382041,0101000020E61000008A1B1AC3DAC852C07112D608F5FE4340,0101000020110F0000DF66A3C652E85FC1C92A849BBD8E5241,1473106,496213,2018-01-14T04:43:00Z,SATURDAY,4TH AND LEHIGH,25,1,2702,vehicle,Outside,Male,Black - Non-Latino,29.0,0,0,0,0,0,0,0,,,,,,,-75.13835218,39.99185286,True
1831523,0101000020E6100000DB4C857824CB52C044AA41FB85FF4340,0101000020110F0000BFF339A935EC5FC10109314B5E8F5241,1948292,1156741,2019-07-06T20:54:00Z,SATURDAY,2600 BLOCK Lehigh ave,22,2,2702,vehicle,Outside,Male,Black - Non-Latino,67.0,0,0,0,0,0,0,0,,,,,,,-75.174101,39.99627628,False
1923480,0101000020E61000006D5DC53D71CA52C0B9A4CDE5C4054440,0101000020110F0000B241C23805EB5FC1302C92854B965241,2038766,486175,2018-01-05T21:20:00Z,FRIDAY,800 BLOCK WOODLAWN,14,2,2702,vehicle,Outside,Male,Black - Non-Latino,54.0,0,0,0,0,0,0,0,,,,,,,-75.1631617,40.04507134,False
1515443,0101000020E61000004CA68E7E49CE52C0147C70CA1EFC4340,0101000020110F0000DEF818138DF15FC1A399FFA8988B5241,1602239,14573556,2021-03-17T00:35:00Z,TUESDAY,5100 BLOCK Wyalusing,16,2,2702,vehicle,Outside,Male,Black - Non-Latino,33.0,0,0,0,0,0,0,0,,,,,,,-75.22323573,39.96968966,False
1275405,0101000020E6100000AF0EDB715ECF52C0E0F74E50B3FB4340,0101000020110F0000E8C3B08063F35FC1E0F0D08E218B5241,1352439,782968,2018-09-18T21:43:00Z,TUESDAY,6000 BLOCK VINE,19,2,2702,vehicle,Outside,Female,Black - Non-Latino,59.0,0,0,0,0,0,0,0,,,,,,,-75.24013945,39.96640972,False
644902,0101000020E61000004534D320B9C752C0936F95AB48054440,0101000020110F0000C2C2B9CD66E65FC1948DADB4C1955241,670487,558132,2018-03-09T21:45:00Z,FRIDAY,100 BLOCK W CHAMPLOST,35,1,2702,vehicle,Outside,Female,Black - Non-Latino,57.0,0,0,0,0,0,0,0,,,,,,,-75.12067433,40.04128022,False
261109,0101000020E6100000F2FD1E0604C952C0492A53CC41074440,0101000020110F00001038FDDC98E85FC196BD7922F2975241,289269,45360251,2021-10-20T21:46:00Z,WEDNESDAY,68TH AND BROAD,35,1,2702,vehicle,Outside,Male,White - Latino,18.0,0,0,0,0,0,0,0,,,,,,,-75.1408706,40.0566955,True
26121,0101000020E6100000506541F634CA52C0C2DA39494A014440,0101000020110F00008CE1C6D49EEA5FC1BC7584C753915241,26938,1073388,2019-05-10T23:20:00Z,FRIDAY,1900 BLOCK W ERIE AVE,39,2,2701,pedestrian,Outside,Female,White - Latino,28.0,0,0,0,0,0,0,0,,,,,,,-75.15948254,40.01007953,False
2354289,0101000020E6100000AB296610A1CC52C03A6225CDBCF74340,0101000020110F0000DA821323BCEE5FC195BFBD97BD865241,2504483,1284849,2019-10-02T16:14:00Z,WEDNESDAY,3200 BLOCK dickinson street,17,2,2702,vehicle,Outside,Male,White - Non-Latino,53.0,0,0,0,0,0,0,0,,,,,,,-75.19733057,39.93544926,False
623185,0101000020E6100000E55C2FF2D7C952C000EF918B39004440,0101000020110F0000543D94D500EA5FC157A4BC5E25905241,650845,20937086,2021-04-29T23:20:00Z,THURSDAY,3200 BLOCK n carisle,39,2,2702,vehicle,Outside,Male,Black - Non-Latino,27.0,0,0,0,0,0,0,0,,,,,,,-75.1538053,40.00175614,True
2497549,0101000020E6100000F5C1F01922CA52C025D54EFF1FF64340,0101000020110F00002FE365CB7EEA5FC1BAC1E365F4845241,2664983,1490726,2020-04-12T01:45:00Z,SATURDAY,700 BLOCK Snyder Ave,03,3,2702,vehicle,Outside,Female,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.15833138,39.92285148,False
1369910,0101000020E6100000884677103BC852C0207A522635004440,0101000020110F000014F25D8343E75FC161BC297F20905241,1461060,114741018,2023-06-28T20:40:00Z,WEDNESDAY,100 BLOCK W ontario,25,3,2702,vehicle,Outside,Male,Black - Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.128605,40.001622,False
1304190,0101000020E61000004EEE561AE1CA52C048062DE243FE4340,0101000020110F0000332EDA3AC3EB5FC1E16B013CF98D5241,1388466,1234156,2019-08-27T04:24:00Z,TUESDAY,2200 BLOCK DIAMOND STREET,22,2,2702,vehicle,Outside,Male,Black - Non-Latino,31.0,0,0,0,0,0,0,0,,,,,,,-75.16998919,39.98644664,True
1076271,0101000020E610000052D8A08A76C752C05B70711A43024440,0101000020110F00006C900BB3F5E55FC12756E2B167925241,1126834,76453354,2022-05-18T02:53:00Z,TUESDAY,4500 BLOCK D,25,2,2701,pedestrian,Outside,Male,Black - Non-Latino,33.0,1,1,1,1,0,0,0,,,,,,,-75.11661021,40.01767283,False
2613350,0101000020E6100000F5F6847866CC52C0663ED642FFF74340,0101000020110F0000E86A459C58EE5FC13F0D013507875241,2787260,690022,2018-06-27T23:58:00Z,WEDNESDAY,3000 BLOCK Wharton,17,2,2701,pedestrian,Outside,Male,White - Non-Latino,38.0,0,0,0,0,0,0,0,,,,,,,-75.19375432,39.93747745,False
17736,0101000020E6100000A6329C9D52C852C0334AFA2861FF4340,0101000020110F000071A379846BE75FC18C101879358F5241,20180,843861,2018-11-16T21:45:00Z,FRIDAY,100 BLOCK w tusculum,25,3,2701,pedestrian,Outside,Male,White - Non-Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.13004246,39.99515259,False
1456164,0101000020E6100000B271B32EA4CC52C0554E5A3C65FB4340,0101000020110F0000AA81126FC1EE5FC1FE8CCA09CB8A5241,1561297,1210739,2019-08-11T03:15:00Z,SATURDAY,38TH ST AND MT VERNON,16,2,2702,vehicle,Outside,Male,Black - Non-Latino,32.0,0,0,0,0,0,0,0,,,,,,,-75.1975209,39.96402697,False
935897,0101000020E6100000993F6C0A20CF52C064153E7424FA4340,0101000020110F0000226ACF80F9F25FC1FA3A129B67895241,994543,4143039,2020-12-03T00:43:00Z,WEDNESDAY,S 57TH ST AND OSAGE AVE,18,2,2702,vehicle,Outside,Male,Black - Non-Latino,38.0,0,0,0,0,0,0,0,,,,,,,-75.23633061,39.95423749,True
1377853,0101000020E6100000E62473B0E7C952C0B50309E5D8FC4340,0101000020110F000059AB63931BEA5FC1405D4AE8668C5241,1446030,1314697,2019-10-24T11:40:00Z,THURSDAY,12TH AND JEFFERSON,22,3,2702,vehicle,Outside,Male,Black - Non-Latino,33.0,0,0,0,0,0,0,0,,,,,,,-75.15476619,39.9753691,True
283690,0101000020E6100000E7A3CED492C952C02C0D80E12A024440,0101000020110F0000AFAB986F8BE95FC1DB2843D54C925241,311624,1449978,2020-02-19T08:57:00Z,WEDNESDAY,BROAD ST AND HUNTING PARK AVE,39,2,2702,vehicle,Outside,Male,Asian,38.0,0,0,0,0,0,0,0,,,,,,,-75.14958687,40.01693362,True
283690,0101000020E6100000E7A3CED492C952C02C0D80E12A024440,0101000020110F0000AFAB986F8BE95FC1DB2843D54C925241,311624,1449978,2020-02-19T08:57:00Z,WEDNESDAY,BROAD ST AND HUNTING PARK AVE,39,2,2702,vehicle,Outside,Male,Asian,38.0,0,0,0,0,0,0,0,,,,,,,-75.14958687,40.01693362,True
283690,0101000020E6100000E7A3CED492C952C02C0D80E12A024440,0101000020110F0000AFAB986F8BE95FC1DB2843D54C925241,311624,1449978,2020-02-19T08:57:00Z,WEDNESDAY,BROAD ST AND HUNTING PARK AVE,39,2,2702,vehicle,Outside,Male,Asian,38.0,0,0,0,0,0,0,0,,,,,,,-75.14958687,40.01693362,True
1310945,0101000020E6100000ADBC89C63FC152C0A74F7AF895054440,0101000020110F00006AF7909F67DB5FC19422F17517965241,1390907,114670230,2023-01-26T14:20:00Z,THURSDAY,8400 BLOCK FRANKFORD AVE,08,1,2702,vehicle,Outside,Male,White - Latino,25.0,0,0,0,0,0,0,0,,,1301(a),Unregistered Vehicle - Greater than 60 days,,,-75.01951755,40.04363924,False
1656172,0101000020E6100000B4C5FB92C9C752C01CCE80A3B2014440,0101000020110F0000B37B1ABD82E65FC103E33D7EC7915241,1764380,1526939,2020-06-26T18:59:00Z,FRIDAY,300 BLOCK  E HUNTING PARK,24,1,2701,pedestrian,Inside,Male,Black - Non-Latino,12.0,0,1,1,0,0,0,0,,,,,,,-75.12167811,40.01326412,True
1149251,0101000020E6100000BE5BEE06B0CB52C0564025D762034440,0101000020110F00007E2721B622ED5FC10166A4CEA6935241,1231825,17631146,2021-04-06T12:50:00Z,TUESDAY,5500 BLOCK WISSAHICKON AVE,39,1,2702,vehicle,Outside,Female,Black - Non-Latino,33.0,0,0,0,0,0,0,0,,,,,,,-75.18261884,40.02645387,False
2322186,0101000020E6100000C13E952ED8CF52C00BDCB22ADFF24340,0101000020110F000035A91D4932F45FC1D867F5435A815241,2484087,1226139,2019-08-21T21:31:00Z,WEDNESDAY,8200 BLOCK LYONS AVE,12,1,2701,pedestrian,Outside,Male,Black - Non-Latino,28.0,0,0,0,0,0,0,0,,,,,,,-75.2475697,39.89743551,False
1070673,0101000020E6100000D7B9CC5D89C852C0DB9DDE5AE0FF4340,0101000020110F000072306284C8E75FC1711B5E7CC28F5241,1142776,620768,2018-04-29T22:07:00Z,SUNDAY,200 BLOCK W ALLEGHENY AVE,25,3,2702,vehicle,Outside,Female,White - Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.13338418,39.99903427,True
2625199,0101000020E6100000085761AF07CA52C013B3A028B7084440,0101000020110F0000714A82EC51EA5FC13DE4B17390995241,2796863,1057605,2019-04-29T14:48:00Z,MONDAY,7400 BLOCK OGONTZ AVE,14,1,2701,pedestrian,Outside,Male,Black - Non-Latino,14.0,0,0,0,0,0,0,0,,,,,,,-75.15671906,40.06808956,False
1528794,0101000020E6100000E91248688FCA52C0086CF74065004440,0101000020110F00004D5B387638EB5FC1C232ABD455905241,1625629,34729049,2021-08-06T01:40:00Z,THURSDAY,2100 BLOCK W ALLEGHENY AVE,39,3,2702,vehicle,Outside,Male,White - Non-Latino,28.0,0,1,0,0,1,0,0,,,,,,,-75.16500289,40.00309002,True
1042834,0101000020E6100000E14C65B442CF52C076832E02DFF84340,0101000020110F00001966256234F35FC16C11BD0EFF875241,1107056,1005539,2019-03-23T04:43:00Z,SATURDAY,1100 BLOCK S 58TH ST,12,4,2702,vehicle,Outside,Female,Black - Non-Latino,41.0,0,0,0,0,0,0,0,,,,,,,-75.23844633,39.94430567,True
1357933,0101000020E610000010042BFB2CCA52C03E2930F09EF64340,0101000020110F00002626634691EA5FC17B2703FB80855241,1459537,1313266,2019-10-23T05:10:00Z,WEDNESDAY,800 BLOCK MOORE,03,3,2702,vehicle,Outside,Male,White - Latino,39.0,0,0,0,0,0,0,0,,,,,,,-75.15899543,39.9267254,False
2103278,0101000020E610000080819C0722C852C0F9A46EC298FE4340,0101000020110F0000E65648FD18E75FC17A3F6D51578E5241,2218759,698553,2018-07-06T13:20:00Z,FRIDAY,2600 BLOCK KENSINGTON AVE,26,1,2701,pedestrian,Outside,Female,White - Non-Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.12707701,39.98903685,True
202717,0101000020E61000001D7831A475C952C0ABA4807A54FB4340,0101000020110F0000F00F9CDA59E95FC10DA63A78B88A5241,224614,1149455,2019-07-01T03:00:00Z,SUNDAY,600 BLOCK Fairmount Ave,06,1,2702,vehicle,Outside,Male,White - Non-Latino,23.0,0,0,0,0,0,0,0,,,,,,,-75.14780526,39.96351558,False
287743,0101000020E610000099311E087DC952C044696FF085F74340,0101000020110F0000C0EE3B6866E95FC1968C7FD380865241,309631,981325,2019-03-05T23:00:00Z,TUESDAY,MOYAMENSING /  WASHINGTON,03,1,2702,vehicle,Outside,Male,White - Non-Latino,34.0,0,0,0,0,0,0,0,,,,,,,-75.14825633,39.933775,False
1780880,0101000020E610000084CB11CFE5C952C05AC0803539FF4340,0101000020110F0000CD6CB76118EA5FC11D79F92E098F5241,1894992,1465039,2020-03-05T00:50:00Z,WEDNESDAY,1400 BLOCK Lehigh Av,22,1,2702,vehicle,Outside,Female,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.15465142,39.99393338,True
1334842,0101000020E6100000850AED20DFC852C058E8203BB1034440,0101000020110F0000CAF05F315AE85FC11997AFC0FD935241,1415543,4155482,2021-01-03T23:46:00Z,SUNDAY,900 BLOCK Lindley,35,2,2702,vehicle,Outside,Female,Black - Non-Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.13861869,40.02884616,False
2579941,0101000020E6100000F4E1D54968CF52C07D2934F72DFB4340,0101000020110F00008336213974F35FC109B252CB8D8A5241,2735928,1048427,2019-04-22T18:26:00Z,MONDAY,0 BLOCK n 60th,19,2,2701,pedestrian,Outside,Male,Black - Non-Latino,33.0,0,0,0,0,0,0,0,,,,,,,-75.24074026,39.96234026,False
1017898,0101000020E6100000A29C263B4FC952C01836148868084440,0101000020110F0000BE95329C18E95FC1D2F59E3139995241,1092183,608426,2018-04-20T05:15:00Z,FRIDAY,7300 BLOCK n 18th st,14,1,2701,pedestrian,Outside,Male,Black - Non-Latino,42.0,1,0,0,0,0,0,0,,,,,,,-75.14546088,40.06569004,False
1083197,0101000020E610000093AF5F0B55CA52C00E5E05427C004440,0101000020110F0000D3B69553D5EA5FC1446117566F905241,1156574,503122,2018-01-19T21:41:00Z,FRIDAY,1900 BLOCK W WILLARD ST,39,2,2701,pedestrian,Outside,Male,Black - Non-Latino,37.0,0,1,1,0,0,0,0,,,,,,,-75.1614407,40.00379205,False
2601558,0101000020E610000039D0E8B328CA52C009E5B7C756054440,0101000020110F00001EF8FA018AEA5FC16B63D35BD1955241,2769742,725893,2018-07-29T02:45:00Z,SATURDAY,5300 BLOCK CHEW AVE,14,2,2702,vehicle,Outside,Male,Black - Non-Latino,20.0,0,0,0,0,0,0,0,,,,,,,-75.1587343,40.04171082,True
1076870,0101000020E610000002D9CACFF6C952C0041C42951A064440,0101000020110F00006119414335EA5FC1120E9295AA965241,1125059,794336,2018-09-29T05:50:00Z,SATURDAY,6100 BLOCK 21ST STREET,35,3,2702,vehicle,Outside,Male,Black - Non-Latino,28.0,0,0,0,0,0,0,0,,,,,,,-75.15568919,40.04768624,False
2593264,0101000020E610000014BFB55581CA52C00E52E8A3A9F94340,0101000020110F00002AC8E38E20EB5FC1EC30008ADF885241,2755350,39884828,2021-09-11T22:35:00Z,SATURDAY,100 BLOCK S BROAD ST,09,1,2702,vehicle,Outside,Male,Black - Non-Latino,32.0,0,0,0,0,0,0,0,,,,,,,-75.16414397,39.95048951,False
1356448,0101000020E61000006CF8ED569CCE52C0E04AB88856FB4340,0101000020110F000013F3A6CB19F25FC1D97A53BFBA8A5241,1457961,1516584,2020-05-22T15:17:00Z,FRIDAY,5400 BLOCK RACE STREET,19,2,2702,vehicle,Outside,Male,Black - Non-Latino,30.0,0,0,0,0,0,0,0,,,,,,,-75.22829221,39.96357831,False
38820,0101000020E61000000177D13E73CE52C0D35A03217AFA4340,0101000020110F000089342FFED3F15FC1495BBE87C6895241,43889,114679553,2023-01-18T02:02:00Z,TUESDAY,200 BLOCK S 52nd Street,18,2,2702,vehicle,Outside,Male,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,4524E1,Sun screening and other material prohibited,,,-75.22578402,39.95685208,False
464656,0101000020E6100000A00FE03E3CCB52C048CFC2D8A1FF4340,0101000020110F00004F13830B5EEC5FC18B779A2F7D8F5241,479884,1464765,2020-03-04T20:45:00Z,WEDNESDAY,2700 BLOCK STERNER,39,3,2701,pedestrian,Outside,Female,White - Non-Latino,49.0,0,0,1,0,0,0,0,,,,,,,-75.1755521,39.99712667,False
2650940,0101000020E61000001BFE476467C952C03B38967FC6034440,0101000020110F0000A69343A641E95FC1669D715715945241,2798949,45360403,2021-10-21T02:20:00Z,WEDNESDAY,5000 BLOCK n Broad,35,2,2702,vehicle,Outside,Male,Black - Non-Latino,27.0,0,0,0,0,0,0,0,,,,,,,-75.14693553,40.02949519,True
1471631,0101000020E6100000C10004A464CB52C035CF11F92E064440,0101000020110F0000A4C6FAA8A2EC5FC1412BC234C1965241,1550428,888918,2018-12-29T04:00:00Z,FRIDAY,200 BLOCK E DUVAL ST,14,2,2702,vehicle,Outside,Female,Black - Non-Latino,40.0,0,0,0,0,0,0,0,,,,,,,-75.17801762,40.04830849,False
1053354,0101000020E6100000ADD5055962C952C0CDAC08ABEF034440,0101000020110F0000CD7CEE1439E95FC1EEAB810143945241,1105610,1420345,2020-01-21T07:47:00Z,TUESDAY,5100 BLOCK N BROAD ST,35,1,2702,vehicle,Outside,Male,Black - Non-Latino,20.0,0,0,0,0,0,0,0,,,,,,,-75.14662767,40.03075159,True
267057,0101000020E6100000ABBD1D1BA0CF52C08100009D55FA4340,0101000020110F00006F31E908D3F35FC1226E63129E895241,283768,65301393,2022-03-06T12:25:00Z,SUNDAY,6100 BLOCK PINE ST,18,1,2701,pedestrian,Outside,Male,Black - Non-Latino,22.0,1,0,0,0,0,0,0,,,,,,,-75.24414709,39.95573771,False
1629120,0101000020E6100000900CBDEEC2CA52C01803B18D74FF4340,0101000020110F000091E089FB8FEB5FC1D61E05F94A8F5241,1740286,622603,2018-05-01T01:40:00Z,MONDAY,2700 BLOCK N CROSKEY,39,3,2701,pedestrian,Outside,Male,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,,,,,-75.16814774,39.99574443,False
550362,0101000020E610000030EFB3C21BCA52C06DC7167AABF84340,0101000020110F00001B652A0674EA5FC1200BF9F8C5875241,590895,994331,2019-03-14T23:00:00Z,THURSDAY,900 BLOCK south st,03,1,2702,vehicle,Outside,Male,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.15794437,39.94273306,False
1457425,0101000020E6100000A79B1FDA22C852C075F2D88555FC4340,0101000020110F0000A8CCDB621AE75FC1A0558150D58B5241,1559221,114778047,2023-09-27T16:58:00Z,WEDNESDAY,1200 BLOCK E MONTGOMERY AVE,26,3,2702,vehicle,Outside,Female,Black - Non-Latino,35.0,0,1,1,1,0,0,1,Other Contraband(s),,NA,Other,,,-75.1271272,39.97135995,True
1900811,0101000020E6100000F027328C9EC452C04D5291F145024440,0101000020110F00000BEFE72021E15FC1116E3ED86A925241,2022838,1466177,2020-03-06T03:05:00Z,THURSDAY,1900 BLOCK BRIDGE ST,15,1,2702,vehicle,Outside,Female,White - Latino,44.0,0,0,0,0,0,0,0,,,,,,,-75.07217699,40.01775951,False
307143,0101000020E61000004F41FAFDCDCA52C025B84725ABFF4340,0101000020110F0000F1DDAEC4A2EB5FC1BD10BD7E878F5241,338863,1006793,2019-03-24T01:30:00Z,SATURDAY,23RD AND SOMERSET,39,1,2702,vehicle,Outside,Male,Black - Non-Latino,24.0,0,0,0,0,0,0,0,,,,,,,-75.16882276,39.99741044,False
2570284,0101000020E61000001308011A61CB52C0FBC4A63A09054440,0101000020110F0000E51707A69CEC5FC17A88FE537B955241,2716333,1447495,2020-02-16T21:57:00Z,SUNDAY,6000 BLOCK GERMANTOWN AVE,14,3,2702,vehicle,Outside,Male,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,,,,,-75.17780161,40.03934415,False
1833756,0101000020E6100000E487C6EA81CB52C04DC7B5040DFF4340,0101000020110F00007E5B9563D4EC5FC124D3E931D88E5241,1963075,511689,2018-01-27T02:30:00Z,FRIDAY,2400 BLOCK n 29TH ST,22,2,2702,vehicle,Outside,Male,Black - Non-Latino,51.0,0,0,0,0,0,0,0,,,,,,,-75.17980451,39.99258479,False
2600076,0101000020E610000074B1CCCFCBCE52C0D7AE9ECD09F84340,0101000020110F00005D58866E6AF25FC17DBA5EE212875241,2766851,77855588,2022-05-27T12:35:00Z,FRIDAY,5800 BLOCK Warrington ave,12,4,2702,vehicle,Outside,Male,Black - Non-Latino,19.0,0,0,0,0,0,0,0,,,3736 A,POLICE OBSRV LISTED VEH/DRIVER PULL OFF FROM A RED TRAFFIC LIGHT SCREECHING TIRES AND AT ELEVATED RATE OF SPEED. VEH WAS STOPPED FOR INVEST. DRIVER STATES HE WAS RUNNING LATE TO A JOB INTERVIEW. VERBAL WARNING WAS GIVING,,,-75.23118968,39.93779917,False
326952,0101000020E6100000D5159E5D5FC652C0F5FE16CF66054440,0101000020110F0000DF10BD7D1BE45FC13A21F623E3955241,361708,544493,2018-02-25T00:30:00Z,SATURDAY,5800 BLOCK BINGHAM ST,02,2,2702,vehicle,Outside,Male,Black - Non-Latino,40.0,0,0,0,0,0,0,0,,,,,,,-75.09957066,40.04219998,False
2329418,0101000020E6100000F525E1636CC752C044A5534FCDFE4340,0101000020110F0000990DCF74E4E55FC1566A3392918E5241,2477189,641214,2018-05-16T21:40:00Z,WEDNESDAY,3000 BLOCK FRANKFORD AVE,24,2,2702,vehicle,Outside,Female,Black - Non-Latino,35.0,0,0,0,0,0,0,0,,,,,,,-75.11599061,39.99064056,False
18940,0101000020E6100000AD7DC711A7C952C002EE3F532BFF4340,0101000020110F0000A9B0FFCFADE95FC1C61BCCCAF98E5241,18697,1230240,2019-08-24T15:20:00Z,SATURDAY,2700 BLOCK N 12TH ST,25,4,2702,vehicle,Outside,Male,Black - Non-Latino,43.0,1,0,0,0,0,1,0,,,,,,,-75.15082212,39.99350968,False
